,district,rooms,size,level,max_levels,price,kocha_grouped
0,Юнусабадский,3,57.0,4,4,52000.0,Юнусабад 8-й квартал
1,Яккасарайский,2,52.0,4,5,56000.0,other_high
2,Чиланзарский,2,42.0,4,4,37000.0,Чиланзар 2-й квартал
3,Чиланзарский,3,65.0,1,4,49500.0,Чиланзар 9-й квартал
4,Чиланзарский,3,70.0,3,5,55000.0,площадь Актепа
5,Чиланзарский,1,28.0,1,4,25500.0,Чиланзар 6-й квартал
6,Чиланзарский,1,30.0,2,4,21200.0,Чиланзар-16
7,Яккасарайский,2,32.0,5,5,20000.0,other_very_low
8,Учтепинский,2,51.0,3,4,26200.0,other_very_low
9,Чиланзарский,1,30.0,1,4,22200.0,Чиланзар-8
10,Учтепинский,2,30.0,2,5,24200.0,Чиланзар-14
11,Чиланзарский,3,67.0,2,5,30200.0,Чиланзар-20
12,Чиланзарский,1,30.0,2,4,21200.0,Чиланзар-17
13,Чиланзарский,1,30.0,2,4,21200.0,Чиланзар-16
14,Чиланзарский,1,30.0,2,4,21200.0,Чиланзар-19
15,Чиланзарский,1,35.0,1,5,22500.0,Чиланзар-19
16,Чиланзарский,1,43.0,4,4,22500.0,other_very_low
17,Чиланзарский,2,51.0,2,4,21200.0,Чиланзар-7
18,Мирзо-Улугбекский,3,65.0,1,4,32500.0,Феруза
19,Чиланзарский,2,51.0,2,4,22200.0,Чиланзар-17
20,Чиланзарский,2,51.0,2,4,24200.0,Чиланзар-9
21,Яккасарайский,4,90.0,5,5,45000.0,Кушбеги
22,Чиланзарский,4,80.0,3,4,56000.0,other_high
23,Яшнободский,2,70.0,5,5,47000.0,Садыка Азимова (Жуковского) 
24,Мирзо-Улугбекский,3,69.0,1,4,49900.0,ТТЗ-4
25,Мирабадский,3,80.0,2,4,76000.0,Афросиёб
26,Учтепинский,3,96.0,3,4,65000.0,Чиланзар 13-й квартал махалля Кухна-Чупонота
27,Учтепинский,4,76.0,4,4,47500.0,Чиланзар 11-й квартал
28,Учтепинский,2,45.0,4,5,30000.0,Чиланзар 13-й квартал
29,Чиланзарский,1,27.0,3,4,32000.0,Чиланзар 5-й квартал
30,Учтепинский,2,65.0,3,9,44000.0,Чиланзар 30-й квартал
31,Чиланзарский,2,64.0,3,4,56500.0,Чиланзар 2-й квартал
32,Чиланзарский,1,42.0,5,9,35000.0,Чиланзар 7-й квартал
33,Чиланзарский,1,26.0,2,4,23500.0,Чиланзар 7-й квартал
34,Учтепинский,4,76.0,5,5,60500.0,Чиланзар 26-й квартал
35,Чиланзарский,3,80.0,2,4,68000.0,Чиланзар квартал 20Д
36,Чиланзарский,3,72.0,5,5,41500.0,1-й проезд Лутфи
37,Учтепинский,4,100.0,3,12,55000.0,Чиланзар 31-й квартал
38,Учтепинский,3,65.0,4,4,44000.0,Чиланзар 11-й квартал
39,Учтепинский,4,80.0,3,4,52500.0,Чиланзар 11-й квартал
40,Учтепинский,3,72.0,6,9,43000.0,Чиланзар 31-й квартал
41,Мирабадский,2,65.0,1,4,80000.0,Тараса Шевченко
42,Яккасарайский,2,63.0,1,5,42000.0,Кушбеги
43,Яккасарайский,2,48.0,5,9,23000.0,Кушбеги
44,Юнусабадский,3,70.0,3,4,47000.0,Юнусабад 18-й квартал
45,Яккасарайский,3,102.0,7,12,88784.0,Бабура
46,Учтепинский,4,78.0,2,4,65000.0,Гулистон
47,Чиланзарский,4,100.0,1,4,97000.0,Чиланзар квартал И
48,Чиланзарский,1,34.0,1,4,28500.0,Чиланзар 19-й квартал
49,Чиланзарский,2,42.0,2,4,34500.0,Чиланзар 10-й квартал
50,Учтепинский,4,80.0,4,5,51000.0,Чиланзар 15-й квартал
51,Учтепинский,3,90.0,1,12,51000.0,Чиланзар 31-й квартал
52,Чиланзарский,2,45.0,2,4,48000.0,Чиланзар 2-й квартал
53,Чиланзарский,3,70.0,5,5,40000.0,Аль-Хорезми-2
54,Чиланзарский,4,96.0,7,9,67000.0,Чиланзар квартал Ц
55,Учтепинский,4,80.0,4,5,68000.0,Чиланзар 25-й квартал
56,Учтепинский,2,63.0,1,4,40500.0,Чиланзар 24-й квартал
57,Учтепинский,2,56.0,4,5,54000.0,Чиланзар 23-й квартал
58,Учтепинский,2,52.0,1,4,36000.0,Чиланзар 22-й квартал
59,Учтепинский,3,98.0,2,4,68000.0,Чиланзар 12-й квартал
60,Чиланзарский,3,96.0,9,9,63000.0,Бешёгоч
61,Шайхантахурский,4,93.0,4,4,63500.0,Актепа
62,Шайхантахурский,2,60.0,9,9,49500.0,Международный деловой центр Tashkent City
63,Чиланзарский,5,82.0,4,4,70000.0,Чиланзарский район массив Аль-Хорезми-2
64,Учтепинский,5,120.0,9,9,52000.0,Чиланзар 23-й квартал
65,Учтепинский,4,110.0,3,3,91000.0,Чиланзар 15-й квартал
66,Чиланзарский,4,95.0,2,4,83000.0,Чиланзар 1-й квартал
67,Учтепинский,2,56.0,1,4,40500.0,other_medium
68,Чиланзарский,3,68.0,3,4,48000.0,Мукими
69,Олмазорский,2,57.0,3,4,42000.0,Себзар
70,Яшнободский,1,46.0,11,11,19765.0,other_very_low
71,Чиланзарский,2,45.0,4,4,34500.0,Чиланзар 2-й квартал
72,Юнусабадский,2,40.0,1,9,40000.0,Юнусабад 10-й квартал
73,Мирзо-Улугбекский,3,95.0,5,5,50000.0,Хумаюн
74,Юнусабадский,2,53.0,1,9,68000.0,Кашгар
75,Олмазорский,2,72.0,4,9,41500.0,Карасарайская
76,Мирзо-Улугбекский,3,65.0,4,5,41500.0,Буз-1 (Буз базар) 
77,Юнусабадский,4,82.0,1,4,86000.0,ц-4 Кашгар (Ц-4) 
78,Чиланзарский,1,42.0,3,9,25500.0,Чиланзар
79,Чиланзарский,2,54.0,4,4,31500.0,Чиланзар
80,Чиланзарский,1,42.0,1,4,26500.0,Чиланзар
81,Учтепинский,1,20.0,3,9,14500.0,Гулистон
82,Чиланзарский,2,45.0,4,4,45000.0,Чиланзар 6-й квартал
83,Чиланзарский,1,46.0,2,5,30000.0,Чиланзар
84,Чиланзарский,2,50.0,2,4,34500.0,Чиланзар
85,Чиланзарский,1,36.0,2,4,27000.0,Чиланзар
86,Учтепинский,4,80.0,6,9,59500.0,Чиланзар 12-й квартал
87,Учтепинский,3,72.0,3,9,48000.0,Кизил Шарк
88,Учтепинский,4,78.0,5,5,47299.0,Чиланзар 25-й квартал
89,Чиланзарский,2,46.0,4,5,37000.0,Аль-Хорезми-2
90,Чиланзарский,2,60.0,2,4,38000.0,Чиланзар-8
91,Олмазорский,2,58.0,5,9,29500.0,other_very_low
92,Чиланзарский,2,70.0,2,7,56000.0,Чиланзар 10-й квартал
93,Яккасарайский,2,68.0,6,9,45000.0,other_medium
94,Учтепинский,4,100.0,3,5,61500.0,Чиланзар 31-й квартал
95,Чиланзарский,3,68.0,5,5,46500.0,Мукими
96,Учтепинский,3,70.0,4,12,51000.0,Чиланзар 31-й квартал
97,Чиланзарский,3,90.0,5,9,58400.0,Аль-Хорезми-2
98,Чиланзарский,3,60.0,5,5,47000.0,Аль-Хорезми-2
99,Учтепинский,4,80.0,5,5,52500.0,Чиланзар 31-й квартал
100,Учтепинский,3,74.0,3,5,50000.0,Гулистон
101,Чиланзарский,2,48.0,2,5,41500.0,Чиланзар 1-й квартал
102,Чиланзарский,4,94.0,9,9,45000.0,Аль-Хорезми-2
103,Учтепинский,3,65.0,4,9,47500.0,Чиланзар 24-й квартал
104,Чиланзарский,4,85.0,3,4,52500.0,Наккашлык
105,Учтепинский,1,42.0,5,5,26000.0,Чиланзар 24-й квартал
106,Чиланзарский,4,110.0,3,4,105000.0,Чиланзар квартал Ц
107,Учтепинский,3,70.0,4,4,42000.0,Чиланзар квартал Г9А
108,Чиланзарский,3,68.0,2,5,53500.0,Чиланзар 8-й квартал
109,Яккасарайский,2,48.0,5,9,23000.0,Кушбеги
110,Яшнободский,1,20.0,3,3,12500.0,Ташсельмаш
111,Мирабадский,3,110.0,4,7,107000.0,Тараса Шевченко
112,Чиланзарский,2,46.0,3,4,35000.0,Чиланзар 19-й квартал
113,Чиланзарский,4,125.0,5,5,70000.0,Чиланзар квартал Ц
114,Мирзо-Улугбекский,2,72.0,18,19,55000.0,площадь Хамида Алимджана
115,Мирзо-Улугбекский,2,64.67,7,9,39414.0,Алтынтепа
116,Юнусабадский,2,70.0,4,9,60000.0,Чинабад
117,Юнусабадский,1,50.0,7,9,37000.0,Киёт
118,Мирзо-Улугбекский,2,51.0,2,4,49000.0,Буз-2 (Буз) 
119,Мирзо-Улугбекский,1,22.0,1,2,18000.0,Феруза
120,Чиланзарский,2,54.0,1,4,42500.0,Чиланзар 5-й квартал
121,Чиланзарский,1,30.0,3,5,34500.0,Чиланзар 5-й квартал
122,Чиланзарский,1,42.0,5,9,37000.0,Чиланзар 19-й квартал
123,Яккасарайский,3,70.0,2,4,70000.0,Тафаккур
124,Шайхантахурский,3,68.0,2,4,45800.0,Самарканд Дарвоза
125,Чиланзарский,1,30.0,4,4,24000.0,Чиланзар 7-й квартал
126,Учтепинский,1,52.0,1,4,58000.0,Чиланзар 14-й квартал
127,Чиланзарский,4,72.0,4,4,55500.0,Чиланзар 16-й квартал
128,Чиланзарский,4,76.0,2,4,68000.0,Чиланзар 16-й квартал
129,Учтепинский,2,48.0,4,4,31000.0,Чиланзар 24-й квартал
130,Чиланзарский,2,66.0,3,9,47000.0,Аль-Хорезми-2
131,Чиланзарский,3,60.0,3,5,47000.0,Чиланзар квартал Ц
132,Чиланзарский,2,37.0,1,4,41000.0,Чиланзар 6-й квартал
133,Мирзо-Улугбекский,1,40.0,3,4,24000.0,Муминова
134,Юнусабадский,2,61.0,1,4,55000.0,Юнусабад 11-й квартал
135,Чиланзарский,1,32.0,2,4,28500.0,Чиланзар 4-й квартал
136,Чиланзарский,3,65.0,4,4,42000.0,Чиланзар 16-й квартал
137,Учтепинский,3,66.0,2,5,67000.0,Чупон-Ота
138,Чиланзарский,3,70.0,4,4,46500.0,Чиланзар 5-й квартал
139,Чиланзарский,3,66.0,4,4,50500.0,Катта козиробод
140,Учтепинский,3,65.0,1,4,40000.0,Чиланзар 11-й квартал
141,Яшнободский,1,37.0,5,8,13071.0,1-й проезд Иззат
142,Мирзо-Улугбекский,2,69.65,4,9,45188.0,Алтынтепа
143,Учтепинский,4,88.0,4,5,53000.0,Чиланзар 11-й квартал
144,Яккасарайский,1,38.0,2,5,25600.0,Кушбеги
145,Мирабадский,2,61.0,6,9,52000.0,Госпитальный
146,Мирзо-Улугбекский,2,45.0,3,7,44000.0,Навнихол
147,Сергелийский,3,69.0,2,9,40000.0,Сергели-VII
148,Мирзо-Улугбекский,2,55.13,5,9,35226.0,Алтынтепа
149,Чиланзарский,3,67.0,4,4,54000.0,Чиланзар 8-й квартал
150,Шайхантахурский,1,38.0,5,5,22500.0,1-й проезд Генерала Узакова
151,Мирзо-Улугбекский,2,67.0,2,4,36500.0,Карасу 1-й квартал
152,Яккасарайский,2,54.0,4,9,40000.0,пр-т Бабура
153,Чиланзарский,2,58.0,1,9,35000.0,Чиланзар квартал 20А
154,Мирабадский,4,100.0,5,8,142000.0,Фидокор (Чехова) 
155,Чиланзарский,4,90.0,4,5,52000.0,Мукими
156,Олмазорский,3,91.0,3,3,85000.0,other_very_high
157,Шайхантахурский,4,111.0,7,8,110000.0,1-й проезд Лабзак
158,Сергелийский,2,54.0,6,7,36000.0,other_low
159,Яшнободский,3,69.0,5,5,52000.0,other_medium
160,Юнусабадский,5,107.0,5,5,50000.0,Юнусабад 14-й квартал
161,Мирзо-Улугбекский,3,80.0,2,5,55000.0,other_high
162,Юнусабадский,2,63.0,5,9,42000.0,other_medium
163,Мирабадский,3,74.0,5,16,69000.0,other_high
164,Яшнободский,2,58.0,5,5,28900.0,other_very_low
165,Мирзо-Улугбекский,2,62.0,9,9,34000.0,Паркентский
166,Мирзо-Улугбекский,3,107.0,2,8,85000.0,жилой комплекс Goldhill
167,Олмазорский,1,40.41,2,4,25000.0,other_very_low
168,Чиланзарский,2,54.0,2,4,39000.0,other_low
169,Мирзо-Улугбекский,1,40.0,1,4,60000.0,ц-1 Буюк ипак йули (Ц-1) 
170,Мирзо-Улугбекский,2,50.0,1,5,36500.0,Дурмон йули
171,Яшнободский,3,75.0,5,9,42000.0,Мавлоно Риёзи
172,Мирзо-Улугбекский,3,84.0,7,8,85000.0,Паркент
173,Мирзо-Улугбекский,3,117.0,2,5,125000.0,Ирригатор
174,Мирзо-Улугбекский,3,70.0,5,5,37000.0,Буз-2 (Буз) 
175,Мирзо-Улугбекский,1,47.0,2,9,42000.0,проспект Мустакиллик
176,Чиланзарский,2,56.0,2,5,36000.0,Чиланзар-17
177,Чиланзарский,1,42.0,3,9,28000.0,Чиланзар-16
178,Чиланзарский,2,60.0,5,9,34000.0,
179,Чиланзарский,1,32.0,2,5,28500.0,Чиланзар-6
180,Чиланзарский,1,42.0,2,5,28500.0,Чиланзар
181,Чиланзарский,2,60.0,2,9,34500.0,Чиланзар
182,Чиланзарский,2,54.0,1,4,34500.0,Чиланзар
183,Чиланзарский,1,42.0,1,5,25500.0,Чиланзар-9
184,Чиланзарский,2,60.0,2,9,43500.0,Чиланзар
185,Мирабадский,2,72.0,7,9,63000.0,Афросиаб (пр-т Косманавтов) 
186,Яшнободский,3,80.0,1,4,39999.0,other_low
187,Чиланзарский,1,33.0,2,4,24500.0,other_very_low
188,Юнусабадский,2,61.0,3,5,41000.0,other_medium
189,Мирзо-Улугбекский,4,187.0,2,5,210000.0,Буюк Ипак Йули
190,Мирзо-Улугбекский,2,63.0,5,5,36000.0,Карасу 1-й квартал
191,Олмазорский,2,60.0,5,5,34000.0,Себзар
192,Чиланзарский,1,29.0,2,4,23000.0,Торговый центр
193,Мирзо-Улугбекский,2,63.0,5,5,36000.0,Карасу 2-й квартал
194,Учтепинский,2,48.0,4,5,28500.0,Чиланзар 26-й квартал
195,Мирзо-Улугбекский,1,11.0,3,9,7500.0,other_very_low
196,Чиланзарский,2,45.0,4,4,47000.0,other_medium
197,Олмазорский,4,122.0,5,5,95000.0,обводная  Нурафшон
198,Юнусабадский,1,42.0,2,4,44000.0,Киёт
199,Мирзо-Улугбекский,2,50.0,1,4,45000.0,Шастри
200,Мирзо-Улугбекский,5,100.0,4,4,48000.0,Феруза-1
201,Мирзо-Улугбекский,2,60.0,4,4,32000.0,Буюк Ипак йули (Луначарское) 
203,Яккасарайский,2,50.0,2,4,47000.0,Шота Руставели
204,Мирзо-Улугбекский,3,78.0,5,9,70500.0,Дархан
205,Яккасарайский,4,164.0,5,6,170000.0,other_very_high
206,Мирзо-Улугбекский,2,60.0,3,5,30500.0,Хумаюн
207,Чиланзарский,1,42.0,2,4,26000.0,Чиланзар
208,Чиланзарский,3,70.0,4,4,37500.0,Чиланзар-6
209,Чиланзарский,1,35.0,1,5,26500.0,other_very_low
210,Чиланзарский,2,47.0,2,4,32000.0,Чиланзар-7
211,Чиланзарский,1,36.0,2,5,26500.0,Чиланзар
212,Чиланзарский,2,50.0,2,5,34500.0,Чиланзар-10
213,Чиланзарский,2,52.0,2,4,36500.0,Чиланзар-6
214,Яшнободский,2,46.0,2,4,24500.0,Оханграбо
215,Чиланзарский,3,92.0,3,9,42500.0,Чиланзар-8
216,Чиланзарский,3,70.0,1,4,46000.0,Чиланзар
217,Юнусабадский,3,70.0,2,4,38500.0,Юнусабад 13-й квартал
218,Мирзо-Улугбекский,2,60.0,7,8,36000.0,Паркентская (Генерала Петрова) 
219,Мирзо-Улугбекский,2,55.0,3,5,35000.0,other_low
220,Мирзо-Улугбекский,2,63.0,4,9,55500.0,Паркентская (Генерала Петрова) 
221,Яккасарайский,2,89.0,4,12,81772.0,Бабура
222,Яккасарайский,1,55.0,1,12,50533.0,Бабура
223,Мирзо-Улугбекский,3,100.0,2,6,119000.0,other_very_high
224,Мирзо-Улугбекский,4,208.0,2,3,93000.0,other_very_high
225,Чиланзарский,1,35.0,1,4,23800.0,other_very_low
226,Чиланзарский,2,44.0,3,4,32900.0,Чиланзар 7-й квартал
227,Янгихаётский,2,61.0,3,7,36000.0,other_low
228,Яшнободский,4,100.0,2,9,65000.0,other_high
229,Чиланзарский,1,35.0,1,4,29800.0,other_very_low
230,Мирзо-Улугбекский,4,86.0,3,5,63000.0,other_high
231,Мирзо-Улугбекский,3,100.0,1,5,80000.0,Буюк Ипак йули (Луначарское) 
232,Олмазорский,5,110.0,5,5,63500.0,other_high
233,Мирабадский,3,75.0,6,9,110000.0,ЦУМ (Ц-7) 
234,Олмазорский,3,70.0,1,5,62000.0,other_high
235,Шайхантахурский,3,70.0,4,5,36999.0,Караташ
236,Яккасарайский,3,150.0,3,6,170000.0,other_very_high
237,Сергелийский,2,56.1,7,7,37000.0,other_low
238,Юнусабадский,4,83.0,3,5,54000.0,Юнусабад 16-й квартал
239,Учтепинский,2,49.0,4,4,23000.0,other_very_low
240,Чиланзарский,2,46.0,2,4,38500.0,Чиланзар 8-й квартал
241,Чиланзарский,2,46.0,4,4,36200.0,Чиланзар 8-й квартал
242,Чиланзарский,3,68.0,4,4,45000.0,Чиланзар квартал Г9
243,Чиланзарский,3,65.0,1,5,45000.0,Чиланзар 9-й квартал
244,Чиланзарский,4,76.0,4,4,43000.0,Чиланзар 9-й квартал
245,Чиланзарский,1,42.0,2,5,26000.0,Чиланзар 9-й квартал
246,Чиланзарский,2,55.0,1,4,67000.0,Чиланзар 9-й квартал
247,Чиланзарский,4,76.0,5,5,45500.0,Чиланзар 9-й квартал
248,Чиланзарский,2,49.0,2,6,47000.0,Чиланзар 10-й квартал
249,Чиланзарский,4,80.0,2,4,70000.0,Чиланзар 10-й квартал
250,Чиланзарский,5,142.0,5,5,120000.0,Чиланзар 10-й квартал
251,Чиланзарский,3,60.0,3,4,44000.0,Чиланзар 7-й квартал
252,Мирзо-Улугбекский,3,72.0,4,5,47000.0,Аккурган
253,Мирабадский,4,115.0,6,9,84000.0,7-й проезд Мироншаха
254,Яшнободский,4,100.0,2,3,77000.0,1-й переулок Бойкургон
255,Мирзо-Улугбекский,2,63.0,5,5,35000.0,Карасу 1-й квартал
256,Мирзо-Улугбекский,3,66.0,3,5,56000.0,Сайрам
257,Мирзо-Улугбекский,3,70.0,5,5,46500.0,Аккурган
258,Мирзо-Улугбекский,3,62.0,5,5,35000.0,Буз-1 (Буз базар) 
259,Чиланзарский,2,50.0,1,4,34000.0,Чиланзар 17-й квартал
260,Юнусабадский,3,78.0,4,4,56000.0,Минор
261,Мирабадский,2,62.0,2,9,63000.0,Госпитальный
262,Мирабадский,8,350.0,2,12,260000.0,Нукус
263,Яшнободский,3,63.0,4,4,40000.0,other_low
264,Мирзо-Улугбекский,4,91.0,1,5,75000.0,Карасу 3-й квартал
265,Шайхантахурский,3,81.0,6,9,54900.0,Караташ
266,Мирзо-Улугбекский,4,86.0,3,4,42000.0,Феруза-1
267,Мирзо-Улугбекский,2,54.0,3,5,54500.0,Аккурган
268,Мирабадский,3,90.0,3,5,105000.0,7-й проезд Мироншаха
269,Мирзо-Улугбекский,2,40.0,2,5,37000.0,Буюк Ипак йули (Луначарское) 
270,Юнусабадский,1,45.0,5,5,24000.0,Юнусабад 10-й квартал
271,Олмазорский,3,89.55,7,9,40000.0,Малая кольцевая дорога
272,Мирзо-Улугбекский,4,92.0,3,5,67000.0,Карасу 1-й квартал
273,Яккасарайский,3,100.0,3,4,1000.0,Нукус
274,Мирзо-Улугбекский,4,95.0,1,4,77000.0,Феруза-1
275,Мирзо-Улугбекский,4,102.0,4,9,65000.0,Карасу 6-й квартал
276,Олмазорский,2,65.0,5,9,31300.0,Каракамыш-2/3
277,Мирзо-Улугбекский,2,62.0,5,5,33500.0,Буюк Ипак йули (Луначарское) 
278,Олмазорский,2,56.0,3,5,38500.0,other_low
279,Мирзо-Улугбекский,2,59.0,2,8,41500.0,2-й Паркентский проезд
280,Чиланзарский,3,96.0,6,9,64500.0,Чиланзар 19-й квартал
281,Яшнободский,1,37.0,4,8,13075.0,other_very_low
282,Яккасарайский,2,70.0,8,9,48000.0,Мухандислар
283,Мирабадский,2,78.0,4,8,77000.0,Фидокор (Чехова) 
284,Яккасарайский,4,145.0,7,8,115000.0,Юсуфа Хос Ходжиба
285,Мирзо-Улугбекский,3,100.0,2,5,128000.0,ц-1 Буюк ипак йули (Ц-1) 
286,Яшнободский,2,54.0,4,4,33000.0,other_low
287,Мирабадский,3,70.0,2,4,66000.0,Фидокор (Чехова) 
288,Яккасарайский,5,116.0,3,5,80000.0,Кушбеги
289,Чиланзарский,3,72.0,8,9,37700.0,Чиланзар квартал 20Д
290,Шайхантахурский,1,70.0,6,7,60000.0,Урда
291,Мирзо-Улугбекский,2,60.0,9,9,28500.0,other_very_low
292,Чиланзарский,2,52.0,4,5,38000.0,Чиланзар 6-й квартал
293,Яккасарайский,3,95.0,7,8,65000.0,other_high
294,Чиланзарский,2,44.0,1,4,38000.0,Чиланзар 6-й квартал
295,Чиланзарский,2,42.0,3,4,36500.0,Чиланзар 6-й квартал
296,Чиланзарский,2,43.0,2,4,36500.0,Чиланзар 6-й квартал
297,Чиланзарский,3,77.0,5,5,95000.0,Чиланзар 6-й квартал
298,Чиланзарский,1,24.0,3,4,20000.0,Чиланзар 7-й квартал
299,Чиланзарский,1,30.0,1,4,26000.0,Чиланзар 7-й квартал
300,Чиланзарский,2,41.0,1,4,36000.0,Чиланзар 7-й квартал
301,Юнусабадский,2,46.0,2,4,36000.0,Кашкар
302,Чиланзарский,2,42.0,2,4,36500.0,Чиланзар 7-й квартал
303,Юнусабадский,2,51.0,3,4,45000.0,Юнусабад-11
304,Учтепинский,3,62.0,5,5,33500.0,Чиланзар 24-й квартал
305,Яшнободский,1,50.0,5,12,25000.0,other_very_low
306,Юнусабадский,4,107.0,6,9,75500.0,other_very_high
307,Юнусабадский,5,255.0,1,8,270000.0,ц-5 Киёт (Ц-5) 
308,Юнусабадский,6,266.0,1,8,285000.0,ц-5 Киёт (Ц-5) 
309,Олмазорский,1,38.0,6,9,27500.0,Каракамыш-2/3
310,Яккасарайский,4,210.0,4,8,265000.0,Кичик Бешагач
311,Яккасарайский,4,110.0,7,9,75000.0,Башлык
312,Олмазорский,2,55.62,5,9,31000.0,other_low
313,Сергелийский,2,66.0,8,9,31507.0,Сергели-II
314,Яккасарайский,2,53.0,3,5,54000.0,Шота Руставели
315,Олмазорский,4,119.0,2,5,110000.0,обводная  Нурафшон
316,Мирзо-Улугбекский,2,56.0,1,4,35000.0,Академгородок
317,Мирзо-Улугбекский,3,68.0,4,4,24000.0,other_very_low
318,Мирабадский,3,125.0,7,12,129999.0,Мирабад
319,Яккасарайский,4,140.0,8,10,105000.0,Тезиковая дача
320,Яккасарайский,4,141.0,7,7,95000.0,other_very_high
321,Учтепинский,4,74.0,4,4,47500.0,Чиланзар 11-й квартал
322,Мирзо-Улугбекский,2,63.0,5,5,34997.0,Карасу 1-й квартал
323,Учтепинский,2,41.0,4,4,32000.0,Чиланзар 11-й квартал
324,Мирабадский,2,52.0,3,5,37000.0,Фуркат
325,Чиланзарский,3,68.0,3,4,39000.0,Чиланзар квартал Г9
326,Мирабадский,4,110.0,1,4,63500.0,Фуркат
327,Мирзо-Улугбекский,2,60.0,6,9,35500.0,Хумаюн
328,Чиланзарский,1,54.0,9,9,35000.0,Чиланзар квартал Г9
329,Мирзо-Улугбекский,2,60.0,5,5,35000.0,Карасу 6-й квартал
330,Яшнободский,2,68.0,5,8,1666000.0,1-й переулок Иззат
331,Чиланзарский,2,46.0,3,4,37500.0,Чиланзар 9-й квартал
332,Чиланзарский,4,94.0,4,5,73000.0,Чиланзар 8-й квартал
333,Чиланзарский,2,58.0,1,9,40000.0,Чиланзар 7-й квартал
334,Мирзо-Улугбекский,4,92.0,3,5,62000.0,Карасу 2-й квартал
335,Чиланзарский,3,70.0,3,4,55000.0,Чиланзар 5-й квартал
336,Чиланзарский,2,42.0,4,4,37400.0,Чиланзар 2-й квартал
337,Чиланзарский,2,42.0,4,4,35800.0,Чиланзар 2-й квартал
338,Чиланзарский,2,75.0,4,12,60000.0,проспект Бунёдкор
339,Юнусабадский,3,72.0,1,9,100000.0,Ахмада Дониша
340,Учтепинский,3,85.0,7,9,52500.0,other_high
341,Юнусабадский,2,65.0,5,9,44000.0,Юнусабад 4-й квартал
342,Чиланзарский,2,65.0,9,9,56600.0,Алмазар
343,Чиланзарский,2,46.0,3,4,42000.0,other_medium
344,Мирзо-Улугбекский,2,60.94,9,9,36542.0,Алтынтепа
345,Мирабадский,4,165.0,1,8,264999.0,other_very_high
346,Мирабадский,4,215.0,5,8,259999.0,Янгизамон
347,Яшнободский,2,59.0,4,4,26500.0,Фергана Йули
348,Мирзо-Улугбекский,2,66.82,5,7,65000.0,Паркент
349,Чиланзарский,5,98.0,5,9,70000.0,Катта козиробод
350,Мирзо-Улугбекский,2,48.0,1,4,34499.0,Феруза-1
351,Учтепинский,3,92.0,8,9,46000.0,Шарк
352,Мирабадский,4,128.0,1,7,87000.0,Миробод
353,Мирабадский,2,56.0,2,5,37500.0,Чиланзар-1
354,Яшнободский,1,45.0,1,5,36500.0,жилой комплекс Обод Макон
355,Чиланзарский,3,70.0,2,4,48000.0,Шарк
356,Учтепинский,2,56.0,2,5,37500.0,Чиланзар-1
357,Мирзо-Улугбекский,4,95.0,1,5,78000.0,Карасу 6-й квартал
358,Мирабадский,2,100.0,8,9,150000.0,Шароф Рашидов
359,Мирзо-Улугбекский,4,97.0,5,5,80000.0,Карасу 6-й квартал
360,Мирзо-Улугбекский,4,130.0,4,9,98500.0,Сайрам
361,Юнусабадский,3,67.0,4,4,42000.0,Юнусабад 4-й квартал
362,Мирзо-Улугбекский,4,95.0,5,5,50000.0,Хумаюн
363,Юнусабадский,2,62.0,4,9,55000.0,Кашкар
364,Яккасарайский,3,75.0,10,16,70000.0,other_high
365,Яккасарайский,3,70.0,6,6,81999.0,Шота Руставели
366,Яшнободский,2,59.0,2,7,22534.0,Тузель 3-й квартал
367,Юнусабадский,2,55.0,1,9,43000.0,Юнусабад 11-й квартал
368,Юнусабадский,2,59.0,5,5,37000.0,other_low
369,Чиланзарский,2,44.0,4,4,29500.0,Алгоритм
370,Шайхантахурский,2,30.0,3,3,38500.0,other_low
371,Яккасарайский,2,56.0,2,5,38000.0,Чиланзар-1
372,Учтепинский,3,60.0,4,4,40000.0,Чиланзар 30-й квартал
373,Мирабадский,2,70.0,3,4,83000.0,Тараса Шевченко
374,Мирзо-Улугбекский,2,64.0,4,5,34500.0,Ахмад Югнакий
375,Чиланзарский,3,100.0,1,12,57000.0,Алгоритм
376,Чиланзарский,3,68.0,2,4,50000.0,Алгоритм
377,Юнусабадский,4,115.0,3,9,64000.0,Юнусабад 16-й квартал
378,Мирзо-Улугбекский,2,60.0,4,4,34000.0,Городок Тракторостроителей 2-й квартал
379,Мирзо-Улугбекский,5,100.0,4,4,48000.0,Феруза-1
380,Мирзо-Улугбекский,2,50.0,2,4,32500.0,Ялангач
381,Мирабадский,3,105.0,7,9,125000.0,Нукус
382,Мирзо-Улугбекский,2,70.0,4,7,87000.0,2-й Паркентский проезд
383,Мирзо-Улугбекский,5,137.0,3,7,105000.0,Паркентская (Генерала Петрова) 
384,Яшнободский,1,36.0,4,9,26000.0,Ташсельмаш
385,Яккасарайский,2,52.0,1,3,55000.0,Глинки
386,Янгихаётский,2,47.14,4,4,28000.0,other_very_low
387,Чиланзарский,3,65.0,1,5,45000.0,Чиланзар 9-й квартал
388,Мирзо-Улугбекский,4,130.0,6,9,115000.0,проспект Мустакиллик
389,Мирзо-Улугбекский,4,110.0,4,6,125000.0,Буюк Ипак йули (Луначарское) 
390,Яккасарайский,2,61.0,2,9,53000.0,Шота Руставели
