,district,rooms,size,level,max_levels,price,kocha_grouped
3426,Олмазорский,2,60.0,2,4,41000.0,other_medium
3427,Шайхантахурский,4,84.0,2,4,55000.0,Гульабад
3428,Яккасарайский,2,65.0,5,9,48000.0,Бабура
3429,Олмазорский,3,91.0,3,3,85000.0,Нурафшон
3430,Юнусабадский,3,105.0,5,6,66455.0,Юнусабад 7-й квартал
3432,Учтепинский,4,100.0,1,4,62000.0,Чиланзар 25-й квартал
3433,Шайхантахурский,2,62.0,8,9,47500.0,Абдуллы Кадыри
3434,Юнусабадский,2,52.0,5,9,41000.0,Юнусабад 18-й квартал
3435,Юнусабадский,3,105.0,4,6,66847.0,Юнусабад 6-й квартал
3437,Яккасарайский,2,55.0,4,4,38500.0,Шота Руставели
3438,Яккасарайский,2,50.0,3,4,36000.0,Мукими
3439,Яккасарайский,4,100.0,2,9,66500.0,Башлык
3440,Мирзо-Улугбекский,2,70.0,3,9,90000.0,Буюк Ипак Йули
3441,Чиланзарский,2,65.0,9,9,35000.0,Чиланзар квартал 20Д
3442,Олмазорский,5,110.0,5,5,63500.0,other_high
3443,Мирзо-Улугбекский,1,29.0,2,4,23990.0,other_very_low
3444,Мирабадский,1,47.5,4,4,48900.0,other_medium
3445,Юнусабадский,4,100.0,2,5,70000.0,Юнусабад-10
3446,Юнусабадский,3,55.0,1,4,54000.0,other_high
3447,Учтепинский,3,80.0,5,5,36000.0,other_low
3448,Чиланзарский,2,50.0,4,5,33500.0,Чиланзар-19
3449,Чиланзарский,2,60.0,4,4,36500.0,Чиланзар-8
3450,Чиланзарский,1,42.0,6,9,27500.0,Чиланзар
3451,Чиланзарский,3,75.0,5,9,74500.0,other_high
3452,Чиланзарский,1,42.0,2,5,28500.0,Чиланзар
3453,Чиланзарский,1,42.0,4,5,26500.0,Чиланзар-10
3457,Сергелийский,1,50.3,9,9,21660.0,Курувчи
3458,Юнусабадский,3,75.0,5,5,37000.0,Юнусабад 8-й квартал
3459,Юнусабадский,2,60.0,3,4,41000.0,Юнусабад 12-й квартал
3460,Чиланзарский,4,100.0,4,9,90000.0,Метро Хамза
3461,Юнусабадский,2,60.0,1,4,40000.0,Юнусабад 12-й квартал
3462,Чиланзарский,3,68.0,4,4,38000.0,Чиланзар-17
3463,Чиланзарский,3,70.0,4,4,37000.0,Чиланзар-10
3464,Чиланзарский,3,67.0,4,4,36500.0,Чиланзар-18
3465,Чиланзарский,3,68.0,1,5,44000.0,Чиланзар
3466,Юнусабадский,2,55.0,2,5,30000.0,Юнусабад 5-й квартал
3467,Чиланзарский,2,60.0,8,9,34500.0,Чиланзар 16-й квартал
3468,Сергелийский,1,48.0,8,9,22907.0,Сергели-II
3469,Юнусабадский,2,74.0,3,6,46835.0,Юнусабад 6-й квартал
3471,Чиланзарский,3,70.0,4,4,37500.0,Чиланзар-18
3472,Чиланзарский,3,72.0,3,9,47000.0,Чиланзар-8
3473,Чиланзарский,3,67.0,2,4,42000.0,Чиланзар-7
3474,Чиланзарский,2,60.0,4,4,36000.0,Чиланзар-8
3475,Чиланзарский,2,57.0,4,5,36500.0,Чиланзар-6
3476,Чиланзарский,2,50.0,4,5,32000.0,Чиланзар-Ц
3477,Чиланзарский,2,54.0,1,4,35500.0,Чиланзар
3478,Чиланзарский,2,50.0,2,4,36000.0,Чиланзар-6
3479,Чиланзарский,2,50.0,2,5,37500.0,Чиланзар
3480,Чиланзарский,2,60.0,3,9,38000.0,Чиланзар
3481,Чиланзарский,2,60.0,3,9,37000.0,Чиланзар
3482,Юнусабадский,3,66.19,4,4,40000.0,Юнусабад 15-й квартал
3483,Юнусабадский,2,60.0,4,5,38000.0,Юнусабад 5-й квартал
3484,Юнусабадский,1,38.0,3,4,25000.0,Юнусабад 15-й квартал
3485,Юнусабадский,1,40.0,4,4,22500.0,Юнусабад 6-й квартал
3486,Юнусабадский,2,55.0,1,4,31500.0,Юнусабад 7-й квартал
3487,Мирзо-Улугбекский,2,51.33,4,4,42000.0,other_medium
3488,Юнусабадский,2,55.0,4,4,30000.0,Юнусабад 15-й квартал
3489,Юнусабадский,1,40.0,4,5,24500.0,Юнусабад 9-й квартал
3490,Юнусабадский,2,65.0,1,4,34000.0,other_low
3491,Юнусабадский,4,100.0,2,5,51000.0,Юнусабад 14-й квартал
3492,Мирзо-Улугбекский,3,120.0,4,9,155000.0,Дархан
3493,Юнусабадский,3,150.0,8,9,165000.0,Буюк Турон
3494,Учтепинский,4,92.0,8,9,45000.0,other_medium
3496,Мирзо-Улугбекский,4,120.0,4,8,160000.0,Дархон
3497,Юнусабадский,2,60.0,1,4,41000.0,Юнусабад 18-й квартал
3498,Олмазорский,1,22.0,7,9,15500.0,other_very_low
3499,Юнусабадский,2,67.0,2,9,38000.0,Юнусабад 2-й квартал
3500,Шайхантахурский,1,42.0,8,9,21000.0,Ибн Сино-2
3501,Юнусабадский,2,60.0,1,5,39000.0,Юнусабад 5-й квартал
3502,Юнусабадский,2,60.0,3,5,34500.0,Юнусабад 9-й квартал
3503,Юнусабадский,2,60.0,3,5,41500.0,Юнусабад 10-й квартал
3504,Юнусабадский,3,70.0,3,4,37000.0,Юнусабад 15-й квартал
3505,Юнусабадский,2,57.6,4,4,35000.0,Юнусабад-7
3506,Яккасарайский,1,46.0,10,12,27598.0,Шота Руставели
3507,Юнусабадский,2,55.0,3,4,34000.0,Юнусабад 8-й квартал
3508,Юнусабадский,2,55.0,2,7,41000.0,Юнусабад 17-й квартал
3509,Сергелийский,1,40.0,9,9,18332.0,Сергели-II
3511,Яккасарайский,1,30.0,3,4,26500.0,Богибустон
3512,Шайхантахурский,4,85.0,2,5,55000.0,Ибн Сино-2
3513,Шайхантахурский,4,85.0,2,5,55000.0,Ибн Сино-2
3514,Юнусабадский,1,45.0,2,6,28481.0,Юнусабад 7-й квартал
3515,Мирабадский,3,72.0,4,4,46000.0,Саракулька
3516,Мирзо-Улугбекский,3,70.0,4,4,51500.0,Буюк Ипак Йули
3517,Мирабадский,2,65.0,9,9,47000.0,Мирабад
3518,Мирзо-Улугбекский,3,116.0,6,9,72356.0,Паркент
3519,Мирзо-Улугбекский,5,176.0,1,9,69724.0,жилой комплекс Goldhill
3520,Мирабадский,2,56.0,3,5,40000.0,Куйлюк 4-й квартал
3521,Сергелийский,3,69.0,9,9,31622.0,Сергели-II
3522,Яккасарайский,1,45.0,6,7,55710.0,other_high
3523,Яккасарайский,1,45.0,9,17,57853.0,Бабура
3524,Яшнободский,4,84.0,5,5,41000.0,other_medium
3525,Юнусабадский,2,61.0,2,5,39500.0,Юнусабад-9
3526,Юнусабадский,4,110.0,5,6,69620.0,Юнусабад 6-й квартал
3527,Чиланзарский,2,50.0,2,4,32999.0,Чиланзар 10-й квартал
3529,Юнусабадский,3,70.0,4,4,52000.0,Киёт
3530,Мирзо-Улугбекский,3,77.47,5,5,50000.0,Карасу 3-й квартал
3531,Яккасарайский,1,37.0,9,10,26500.0,Бабура
3532,Сергелийский,1,46.7,9,9,20110.0,Курувчи
3533,Мирзо-Улугбекский,3,87.65,10,11,56491.0,Карасу 1-й квартал
3534,Юнусабадский,4,110.0,6,6,69620.0,Юнусабад 7-й квартал
3537,Мирзо-Улугбекский,3,68.0,4,5,82000.0,Дархан
3538,Юнусабадский,1,45.0,2,6,28481.0,Юнусабад 6-й квартал
3539,Сергелийский,3,74.0,5,7,44000.0,other_medium
3540,Олмазорский,3,70.0,3,4,41000.0,Олимпия
3541,Сергелийский,2,88.9,9,9,38282.0,Курувчи
3542,Яккасарайский,3,80.0,5,8,42000.0,other_medium
3543,Мирзо-Улугбекский,4,108.27,10,11,69780.0,Карасу 3-й квартал
3544,Мирзо-Улугбекский,3,87.05,7,11,60260.0,Карасу 1-й квартал
3545,Чиланзарский,2,58.0,4,4,37500.0,Чиланзар-8
3546,Юнусабадский,3,105.0,4,6,66455.0,Юнусабад 6-й квартал
3547,Мирзо-Улугбекский,4,80.0,2,5,75000.0,Карасу 3-й квартал
3548,Яшнободский,1,49.88,4,6,32245.0,Городок Авиастроителей 4-й квартал
3549,Мирзо-Улугбекский,5,191.0,8,9,93128.0,Паркент
3550,Чиланзарский,1,46.0,2,5,37500.0,other_low
3551,Яккасарайский,3,93.0,14,17,119562.0,Бабура
3552,Юнусабадский,3,108.0,6,9,75000.0,Юнусабад 4-й квартал
3553,Яшнободский,6,160.0,6,7,82000.0,other_very_high
3554,Мирзо-Улугбекский,4,150.0,4,8,180000.0,Ц-1
3555,Чиланзарский,1,30.0,2,4,23000.0,Чиланзар 8-й квартал
3556,Мирабадский,3,130.0,2,8,110000.0,Госпитальный
3557,Чиланзарский,2,52.0,4,4,33000.0,Чиланзар 9-й квартал
3558,Олмазорский,3,69.0,1,4,50000.0,other_medium
3559,Мирабадский,2,60.0,4,9,80000.0,Ойбек
3560,Мирзо-Улугбекский,2,40.0,1,3,25500.0,other_very_low
3561,Чиланзарский,2,60.0,6,9,40000.0,1-й проезд Астрабад
3562,Мирабадский,2,60.0,8,9,83000.0,Афросиаб (пр-т Косманавтов) 
3563,Мирабадский,1,53.0,7,9,51000.0,Нукус
3564,Мирабадский,2,62.0,3,9,75000.0,Мирабад
3565,Чиланзарский,4,80.0,5,5,43000.0,Лутфи
3566,Чиланзарский,3,75.0,2,8,75000.0,Чиланзар 10-й квартал
3567,Сергелийский,4,100.0,7,9,45800.0,Сергели 8
3568,Мирзо-Улугбекский,2,63.0,5,8,37197.0,Городок Тракторостроителей 2-й квартал
3569,Юнусабадский,2,60.0,1,4,37000.0,Юнусабад 7-й квартал
3570,Юнусабадский,2,74.0,3,6,46835.0,Юнусабад 6-й квартал
3571,Учтепинский,3,70.0,5,5,41500.0,other_medium
3573,Юнусабадский,2,80.0,3,6,50633.0,Юнусабад 6-й квартал
3575,Мирзо-Улугбекский,4,72.0,2,5,58000.0,other_high
3576,Мирзо-Улугбекский,3,87.65,8,11,58583.0,Карасу 1-й квартал
3577,Яккасарайский,2,75.0,10,17,96421.0,Бабура
3578,Мирзо-Улугбекский,3,85.0,5,9,50000.0,Карасу 6-й квартал
3579,Мирзо-Улугбекский,2,56.97,5,5,40000.0,Карасу 2-й квартал
3580,Юнусабадский,2,58.0,3,4,32000.0,other_low
3581,Юнусабадский,3,70.0,5,5,40000.0,Юнусабад 16-й квартал
3582,Юнусабадский,1,43.0,1,4,33000.0,Юнусабад 13-й квартал
3583,Олмазорский,2,57.0,4,5,33600.0,Бешкурган 2-й квартал
3584,Учтепинский,2,60.0,7,9,36500.0,Кизил Шарк
3585,Юнусабадский,5,110.0,5,5,47000.0,Юнусабад 14-й квартал
3586,Мирабадский,2,58.0,6,9,48000.0,1-й проезд Катта Миробод
3587,Мирзо-Улугбекский,4,129.18,10,11,83257.0,Карасу 1-й квартал
3588,Мирабадский,2,65.0,8,9,43000.0,Саида Барака
3590,Учтепинский,1,42.0,1,5,26000.0,Чиланзар 15-й квартал
3591,Мирзо-Улугбекский,1,42.0,4,9,32500.0,other_low
3592,Сергелийский,1,54.9,9,9,23641.0,Курувчи
3593,Мирабадский,2,49.0,1,4,35000.0,Куйлюк 2-й квартал
3594,Шайхантахурский,4,120.0,4,5,95000.0,Фараби
3595,Мирзо-Улугбекский,3,119.0,7,9,74280.0,Паркент
3596,Мирабадский,4,122.0,3,5,65000.0,Тонг Юлдузи
3597,Учтепинский,3,72.0,4,9,43500.0,Чиланзар 24-й квартал
3598,Учтепинский,3,68.0,2,4,40000.0,Чиланзар 22-й квартал
3599,Мирабадский,2,60.0,3,9,54000.0,Шахрисабз
3600,Сергелийский,3,70.0,2,9,42000.0,other_medium
3601,Мирабадский,2,63.0,4,9,76000.0,Айбека (пр-т Косманавтов) 
3602,Мирзо-Улугбекский,2,65.0,4,12,52500.0,проспект Мустакиллик
3603,Учтепинский,1,36.0,3,4,25500.0,Чиланзар 22-й квартал
3604,Яккасарайский,2,74.0,3,8,52148.0,other_high
3606,Сергелийский,2,86.6,9,9,37292.0,Курувчи
3607,Сергелийский,2,74.0,9,9,33903.0,Сергели-II
3608,Учтепинский,1,43.0,1,5,25200.0,Чиланзар 23-й квартал
3609,Яккасарайский,1,39.0,1,5,27500.0,Башлык
3610,Мирабадский,4,123.0,4,5,64000.0,Сайхун
3611,Мирзо-Улугбекский,1,44.0,2,4,25000.0,Феруза-3
3612,Мирзо-Улугбекский,2,24.0,5,9,14000.0,other_very_low
3613,Мирзо-Улугбекский,7,217.0,8,9,105805.0,Паркент
3614,Мирабадский,4,135.0,5,6,290000.0,Ц7 ГАБУС ЦУМ
3615,Юнусабадский,2,58.0,4,4,37000.0,Юнусабад 14-й квартал
3616,Мирзо-Улугбекский,2,62.0,2,9,44000.0,Паркент
3617,Мирабадский,3,74.0,3,9,70000.0,Шахрисабз
3618,Мирабадский,3,74.0,2,9,73999.0,Фаровон
3619,Мирзо-Улугбекский,3,85.0,1,9,52500.0,1-й проезд Авайхон
3620,Юнусабадский,2,45.0,4,5,35500.0,Юнусабад 18-й квартал
3621,Сергелийский,3,75.0,6,9,55000.0,other_high
3622,Мирзо-Улугбекский,2,65.0,5,9,65000.0,other_high
3623,Мирзо-Улугбекский,3,80.0,4,4,88000.0,Буюк Ипак Йули
3624,Яшнободский,2,62.0,7,9,44000.0,Ташсельмаш
3625,Мирабадский,5,225.0,5,8,530000.0,Тараса Шевченко
3626,Мирабадский,2,62.0,7,9,70000.0,Фидокор (Чехова) 
3627,Чиланзарский,2,40.0,3,4,38500.0,Чиланзар 7-й квартал
3628,Чиланзарский,2,63.09,5,9,42000.0,Algaritm
3629,Чиланзарский,2,45.0,3,4,41000.0,Чиланзар  3 квартал
3630,Чиланзарский,3,77.5,8,10,49600.0,Чиланзар квартал Е
3631,Чиланзарский,2,63.09,5,9,42000.0,Algaritm
3632,Шайхантахурский,3,78.0,8,12,45000.0,other_medium
3633,Чиланзарский,3,100.0,6,9,78000.0,Чиланзар  5 квартал
3634,Мирзо-Улугбекский,5,110.0,3,4,86000.0,Массив КараСу 1
3635,Мирзо-Улугбекский,1,18.0,4,4,10000.0,other_very_low
3636,Мирзо-Улугбекский,3,86.0,2,4,55000.0,other_high
3638,Олмазорский,3,205.8,1,6,95000.0,Медгородок
3639,Яшнободский,2,44.0,2,9,21000.0,Асалобод (Слонима) 
3640,Сергелийский,5,130.0,5,9,64000.0,other_high
3641,Яшнободский,2,47.0,3,4,28500.0,Асалобод (Слонима) 
3642,Учтепинский,2,57.95,11,12,29500.0,Чиланзар 21-й квартал
3643,Олмазорский,3,205.8,1,6,95000.0,Медгородок
3644,Мирабадский,4,120.0,1,4,135000.0,other_very_high
3645,Шайхантахурский,2,65.0,6,9,57000.0,other_high
3646,Мирабадский,1,42.0,2,9,38000.0,Госпитальный
3647,Мирзо-Улугбекский,4,95.0,6,8,115000.0,Буюк Ипак Йули
3648,Яшнободский,2,58.0,3,4,57000.0,Эльбека
3649,Шайхантахурский,3,70.0,6,7,58000.0,Урда
3650,Мирзо-Улугбекский,4,125.0,5,9,131500.0,Буюк Ипак Йули
3651,Юнусабадский,1,39.0,3,9,33500.0,other_low
3652,Мирабадский,4,121.0,6,10,110000.0,Госпитальный
3653,Мирабадский,2,62.0,1,9,67000.0,Госпитальный
3654,Яшнободский,2,48.0,3,4,36000.0,other_low
3655,Яшнободский,3,70.0,1,4,46000.0,other_medium
3656,Мирзо-Улугбекский,5,336.0,8,9,504000.0,Дархан
3657,Яккасарайский,3,147.0,3,8,225000.0,Шота Руставели
3658,Юнусабадский,3,70.0,1,4,78000.0,Осиё
3659,Яккасарайский,5,213.0,8,9,185000.0,Кушбеги
3660,Яшнободский,3,78.0,2,9,72000.0,Алтынтепа
3661,Мирзо-Улугбекский,2,52.19,3,9,37000.0,Паркент
3662,Чиланзарский,3,63.0,3,4,43000.0,other_medium
3663,Яшнободский,4,92.0,4,5,53999.0,Тузель 2-й квартал
3664,Чиланзарский,4,125.0,4,4,75000.0,Чиланзар квартал Г9
3665,Мирабадский,4,100.0,1,9,145000.0,other_very_high
3666,Шайхантахурский,2,58.0,6,9,44500.0,Богкуча
3667,Сергелийский,2,63.0,7,16,33539.0,other_low
3668,Мирзо-Улугбекский,3,70.0,8,9,56000.0,Дархан
3669,Мирзо-Улугбекский,3,75.0,5,9,62000.0,Буюк Ипак йули
3670,Шайхантахурский,4,95.0,4,9,75000.0,Караташ
3671,Юнусабадский,1,37.0,3,4,31000.0,Юнусабад 11-й квартал
3672,Мирабадский,3,130.0,9,12,50000.0,other_medium
3673,Шайхантахурский,5,168.0,5,9,62000.0,Джарарык
3674,Олмазорский,4,120.0,4,5,95000.0,Фараби
3675,Яккасарайский,2,48.0,5,9,23000.0,Кушбеги
3676,Сергелийский,3,95.0,9,9,43524.0,Сергели-II
3678,Мирабадский,2,56.0,3,5,38500.0,Куйлюк 4-й квартал
3679,Шайхантахурский,3,85.0,4,12,53000.0,other_high
3680,Юнусабадский,1,36.0,3,4,20500.0,other_very_low
3681,Яшнободский,2,56.0,5,5,29500.0,other_very_low
3682,Яшнободский,3,70.0,2,5,35500.0,other_low
3683,Яшнободский,3,70.0,2,4,39500.0,other_low
3684,Яшнободский,3,78.0,4,4,38500.0,other_low
3685,Яшнободский,3,78.0,5,5,36000.0,Авиасозлар-1 Лисунова-1
3686,Яшнободский,2,51.0,4,7,27000.0,other_very_low
3687,Яшнободский,4,160.0,4,4,85000.0,other_very_high
3688,Олмазорский,3,90.0,5,5,120000.0,other_very_high
3689,Яккасарайский,2,77.0,6,8,56000.0,жилой комплекс Dream House
3690,Мирабадский,3,90.0,9,9,63000.0,Тараса Шевченко
3691,Мирабадский,4,120.0,4,8,160000.0,Тараса Шевченко
3692,Яккасарайский,4,150.0,7,8,160000.0,Конституция
3693,Мирабадский,4,120.0,5,9,145000.0,Тараса Шевченко
3694,Мирзо-Улугбекский,3,120.0,4,9,155000.0,other_very_high
3695,Яшнободский,1,12.0,2,9,8999.0,other_very_low
3696,Юнусабадский,2,52.0,2,5,32500.0,ТашГРЭС
3697,Яккасарайский,6,142.0,1,9,135000.0,Бабура
3698,Учтепинский,2,53.0,1,4,34500.0,Чиланзар 22-й квартал
3699,Яшнободский,4,140.0,8,8,230000.0,other_very_high
3700,Юнусабадский,2,51.0,3,4,26500.0,Юнусабад 15-й квартал
3701,Шайхантахурский,2,57.0,2,5,37000.0,Ибн Сина-2
3702,Учтепинский,1,38.0,1,4,27500.0,other_very_low
3703,Яшнободский,2,54.0,4,4,31500.0,Шумиловский городок
3704,Мирабадский,2,62.0,2,4,76000.0,Айбека (пр-т Косманавтов) 
3705,Учтепинский,2,45.0,4,4,26000.0,other_very_low
3706,Мирабадский,4,110.0,9,9,70000.0,Миробод
3707,Сергелийский,2,57.0,1,7,34800.0,other_low
3708,Мирабадский,4,110.0,4,4,45000.0,other_medium
3709,Мирзо-Улугбекский,1,70.0,4,5,38500.0,other_low
3710,Яшнободский,3,58.0,1,5,40000.0,жилой комплекс Обод Макон
3715,Олмазорский,2,56.47,2,4,35000.0,Олимпия
3716,Юнусабадский,3,68.0,1,4,43000.0,Юнусабад-7
3717,Юнусабадский,2,60.0,1,5,39000.0,Юнусабад-19
3718,Юнусабадский,4,106.0,1,6,105000.0,Юнусабад-17
3719,Юнусабадский,4,86.0,2,5,70000.0,Юнусабад-12
3720,Юнусабадский,2,60.0,1,5,42000.0,other_medium
3721,Юнусабадский,3,70.0,2,4,48000.0,other_medium
3722,Сергелийский,2,41.0,2,3,29000.0,other_very_low
3723,Олмазорский,1,42.0,1,5,23500.0,other_very_low
3724,Сергелийский,2,59.0,1,5,38500.0,Сергели-III
3725,Шайхантахурский,2,50.0,8,12,29900.0,Караташ
3726,Мирзо-Улугбекский,3,95.0,5,18,66000.0,other_high
3727,Сергелийский,4,91.0,4,5,43000.0,Сергели-IV
3728,Шайхантахурский,2,50.0,8,12,29900.0,Караташ
3729,Яшнободский,1,29.7,1,1,20500.0,other_very_low
3730,Мирзо-Улугбекский,1,36.0,3,4,25000.0,Академгородок
3731,Чиланзарский,2,60.0,7,9,39985.0,Чиланзар 7-й квартал
3732,Мирзо-Улугбекский,4,85.0,2,4,69990.0,Буюк Ипак йули (Луначарское) 
3733,Шайхантахурский,4,139.0,6,7,150000.0,other_very_high
3734,Учтепинский,3,57.0,2,5,55000.0,Кухна-Чупонота массив Чиланзар 13-й квартал
3735,Мирзо-Улугбекский,4,65.0,4,4,63000.0,other_high
3736,Юнусабадский,1,44.0,2,7,60000.0,ц-4 Кашгар (Ц-4) 
3737,Чиланзарский,3,96.0,2,4,88000.0,Чиланзар 5-й квартал
3738,Мирзо-Улугбекский,4,106.0,9,11,106000.0,Кары-Ниязи
3739,Мирзо-Улугбекский,2,50.0,5,5,34500.0,Аккурган
3740,Учтепинский,1,42.0,2,4,25700.0,Чиланзар квартал Г9А
3741,Мирабадский,4,182.0,2,7,335000.0,Тараса Шевченко
3742,Чиланзарский,1,42.0,3,4,26200.0,Чиланзар 9-й квартал
3743,Чиланзарский,1,30.0,2,4,25700.0,Чиланзар 2-й квартал
3744,Мирзо-Улугбекский,2,46.0,2,4,46500.0,Аккурган
3745,Яккасарайский,3,105.0,5,10,125000.0,Кичик Бешагач
3746,Мирзо-Улугбекский,2,46.0,5,5,38000.0,Буюк Ипак йули (Луначарское) 
3747,Яшнободский,2,35.0,7,9,19000.0,Оханграбо
3748,Юнусабадский,4,155.0,5,8,125000.0,Киёт
3749,Яккасарайский,3,150.0,3,8,225000.0,Шота Руставели
3750,Учтепинский,3,70.0,1,5,48000.0,Чиланзар 24-й квартал
3751,Учтепинский,4,86.0,5,5,46000.0,Чиланзар 23-й квартал
3752,Мирзо-Улугбекский,2,46.0,5,5,39000.0,Буз-1 (Буз базар) 
3753,Юнусабадский,3,78.0,4,4,48000.0,Юнусабад 13-й квартал
3754,Мирабадский,3,72.0,2,9,82000.0,Мирабад
3755,Чиланзарский,3,75.0,5,9,55000.0,Чиланзар квартал Е
3756,Мирзо-Улугбекский,2,60.0,1,4,47500.0,Буз-1 (Буз базар) 
3757,Мирабадский,3,75.0,2,9,74000.0,Афросиаб (пр-т Косманавтов) 
3758,Мирзо-Улугбекский,2,70.0,3,9,90000.0,Буюк Ипак Йули
3759,Чиланзарский,3,61.0,3,4,38000.0,Чиланзар 7-й квартал
3760,Шайхантахурский,3,92.0,4,8,115000.0,Международный деловой центр Tashkent City
3761,Юнусабадский,2,55.0,3,4,58000.0,Киёт
3762,Олмазорский,3,75.0,5,5,50000.0,Олмазорский район массив Себзар
3763,Мирзо-Улугбекский,2,65.0,4,4,57000.0,Буюк Ипак йули (Луначарское) 
3764,Мирзо-Улугбекский,1,30.0,4,4,22000.0,Феруза-1
3765,Мирзо-Улугбекский,3,90.0,2,9,51000.0,Карасу 6-й квартал
3766,Олмазорский,4,98.0,6,9,71000.0,Себзар
3767,Шайхантахурский,1,42.0,2,4,37000.0,other_low
3768,Мирзо-Улугбекский,2,52.0,4,5,36000.0,Буз-1 (Буз базар) 
3769,Мирзо-Улугбекский,3,80.0,1,5,51000.0,Карасу 6-й квартал
3770,Чиланзарский,3,48.0,4,5,39500.0,Малая кольцевая дорога
3771,Сергелийский,1,39.0,5,5,21000.0,other_very_low
3772,Чиланзарский,4,125.0,6,9,250000.0,жилой комплекс Новза
3773,Мирзо-Улугбекский,2,60.0,4,4,31500.0,other_low
3774,Мирзо-Улугбекский,3,94.0,5,5,50000.0,Хумаюн
3775,Мирабадский,4,160.0,2,9,365000.0,Г.Россия Габус
3776,Яккасарайский,1,45.0,9,10,28000.0,пр-т Бабура
3777,Мирзо-Улугбекский,2,62.0,3,5,55000.0,other_high
3778,Яшнободский,2,52.0,1,4,41000.0,Ташсельмаш
3779,Мирабадский,4,282.0,7,8,305000.0,М.Ойбек Габус
3780,Мирзо-Улугбекский,3,78.0,5,5,39000.0,Карасу 6-й квартал
3781,Мирзо-Улугбекский,2,40.0,2,4,35500.0,Дархон
3782,Чиланзарский,1,26.0,1,4,29500.0,Чиланзар 2-й квартал
3783,Олмазорский,2,74.0,4,9,41000.0,other_medium
3784,Мирзо-Улугбекский,3,67.0,9,9,29900.0,Карасу 3-й квартал
3785,Мирзо-Улугбекский,2,60.0,3,9,45000.0,Буюк Ипак йули (Луначарское) 
3786,Юнусабадский,4,140.0,4,8,100000.0,Буюк Турон
3787,Чиланзарский,1,30.0,2,4,25400.0,other_very_low
3788,Чиланзарский,2,60.0,4,9,46500.0,other_medium
3789,Мирабадский,2,60.0,3,9,54000.0,Шахрисабз
3790,Яккасарайский,3,70.0,4,5,60000.0,Бабура
3791,Яккасарайский,4,138.0,2,8,145000.0,Кушбеги
3792,Учтепинский,1,36.0,3,4,25200.0,Чиланзар 26-й квартал
3793,Яккасарайский,2,48.0,5,9,23000.0,Кушбеги
3794,Мирзо-Улугбекский,3,78.0,3,4,47000.0,Карасу 1-й квартал
3795,Чиланзарский,2,43.0,2,4,42000.0,other_medium
3796,Мирабадский,4,182.0,5,7,340000.0,Тараса Шевченко
3797,Мирзо-Улугбекский,3,65.0,3,5,52000.0,Буз-1 (Буз базар) 
3798,Яшнободский,1,36.0,1,4,28000.0,other_very_low
3799,Мирзо-Улугбекский,1,35.0,2,5,25500.0,Мусаввирлар (Художников) 
3800,Мирзо-Улугбекский,3,73.0,5,9,57000.0,Турон
3801,Яшнободский,4,105.0,6,9,60000.0,Истикбол
3802,Чиланзарский,2,43.0,1,4,33500.0,other_low
3803,Юнусабадский,3,78.0,5,5,36500.0,other_low
3804,Мирабадский,2,63.0,4,9,76000.0,Айбека (пр-т Косманавтов) 
3805,Мирзо-Улугбекский,3,90.0,5,5,45000.0,Ахмада Югнаки
3806,Сергелийский,5,118.0,4,9,57993.0,Сергели-V
3807,Юнусабадский,3,75.0,4,4,52000.0,Юнусабад 18-й квартал
3808,Мирзо-Улугбекский,3,74.0,5,9,62000.0,Буюк Ипак йули (Луначарское) 
3809,Мирабадский,4,150.0,3,8,54000.0,Мирабад
3810,Юнусабадский,1,41.0,1,4,30000.0,Кашкар
3811,Чиланзарский,3,120.0,2,8,160000.0,жилой комплекс Новза
3812,Мирзо-Улугбекский,4,97.0,4,9,95600.0,Буюк Ипак Йули
3813,Мирабадский,5,110.0,5,9,140000.0,Айбека (пр-т Косманавтов) 
3814,Учтепинский,3,72.0,9,9,40000.0,Чиланзар 24-й квартал
3815,Мирзо-Улугбекский,3,94.0,16,23,118000.0,other_very_high
3816,Мирабадский,2,115.0,7,8,160000.0,Фаровон
3817,Яккасарайский,2,45.0,1,4,40000.0,Ракат
3818,Мирабадский,2,97.0,6,8,155000.0,Фаровон
3819,Сергелийский,4,100.0,1,4,87000.0,Буюк Ипак Йули
3820,Мирзо-Улугбекский,3,41.0,5,5,45000.0,other_medium
3821,Яккасарайский,4,60.0,4,4,75000.0,Юнуса Раджаби
3822,Чиланзарский,3,70.0,1,4,48000.0,Чиланзар 16-й квартал
3823,Мирабадский,3,88.0,5,5,55000.0,Нукус
3824,Мирабадский,3,110.0,2,8,169000.0,Тараса Шевченко
3825,Чиланзарский,3,70.0,3,4,55000.0,Чиланзар 16-й квартал
3826,Юнусабадский,3,80.0,2,4,90000.0,Юнусабад 1-й квартал
3827,Олмазорский,3,73.0,2,5,55000.0,other_high
3828,Мирзо-Улугбекский,2,67.0,3,4,42200.0,Карасу 1-й квартал
3829,Мирзо-Улугбекский,4,100.0,2,4,95000.0,other_very_high
3830,Мирабадский,3,75.0,6,9,59500.0,other_high
3831,Учтепинский,2,51.0,1,5,43500.0,1-й проезд Изза
3832,Яккасарайский,4,170.0,2,6,2000.0,Абдуллы Каххара
3833,Мирабадский,2,55.0,2,4,26300.0,other_very_low
3834,Шайхантахурский,1,70.0,6,7,57500.0,Урда
